_id,tên sản phẩm,ảnh sản phẩm,loại áo,form,thiết kế,màu sắc,size,chất liệu,giá tiền
652d7b308eb746ea4a0c5bcd,Áo Sơ Mi Nam Tay Dài Sợi Coffee Cổ Gài Nút Trơn Form Fitted,Anhaonam/somi-white.jpg,Áo Sơ Mi,Fitted,Trơn,WHITE,XXL,Café,490.000đ
652d7b308eb746ea4a0c5b58,Áo Khoác Nam Flannel Tay Dài Khóa Kéo Kẻ Caro Form Regular,Anhaonam/FlannelCaro-black.jpg,Áo Khoác,Regular ,Caro,BLACK,S,Flannel,981.000đ
6531a6480f75038fea5027c3,Áo Vest Blazer Nam Kẻ Sọc Dọc Form Fitted - 10F22VES00,Anhaonam/10f22ves006_navywhite.jpg,Áo Vest,Fitted,Kẻ Sọc,NAVY/WHITE,L,Polyester,1.374.000đ
6531a8d10f75038fea5027c4,ÁO VEST BLAZER NAM PHỐI CỔ FORM FITTED - 10F22VES005,Anhaonam/10f22ves005_alloy.jpg,Áo Vest,Fitted,Phối Màu ,BLACK BEAUTY,L,Polyester,1.374.000đ
6531a9910f75038fea5027c5,Áo Vest Blazer Nam Tay Dài Trơn Form Fitted - 10F22VES002,Anhaonam/10f22ves002_beige.jpg,Áo Vest,Fitted,Trơn,BEIGE,XL,Cotton,1.228.000đ
6531aa620f75038fea5027c6,Áo Vest Blazer Nam Tay Dài Trơn Form Fitted,Anhaonam/10f22ves001_black_solid.jpg,Áo Vest,Fitted,Trơn,BLACK SOLID,XL,Cotton,1.326.000đ
6531ac2d0f75038fea5027c7,Áo Vest Blazer Nam Tay Dài Trơn Form Fitted - 10F21VES001,Anhaonam/dsc_4951_final_2__2.jpg,Áo Vest,Fitted,Trơn,DARK NAVY,XL,Cotton,1.326.000đ
6531ad070f75038fea5027c9,Áo Vest Blazer Nam Tay Dài Trơn Form Fitted - 10F21VES006,Anhaonam/10f21ves006-dark_navy-1_3.jpg,Áo Vest,Fitted,Trơn,DARK NAVY,L,Polyester,1.424.000đ
6531adf60f75038fea5027cb,Áo Vest Blazer Nam Tay Dài Trơn Form Fitted - 10F21VES003,Anhaonam/10f21ves003-trehouse-2_2.jpg,Áo Vest,Regular,Trơn,TREE HOUSE,XL,Cotton,1.031.000đ
6531c9833288bd2cee13ef4d,Áo Sơ Mi Nam Tay Dài Sợi Coffee Cổ Gài Nút Trơn Form Fitted - 10F23SHL090,Anhaonam/ao-nam-10f23shl090_black_2__1.jpg,Áo Sơ Mi,Fitted,Trơn,BLACK,XL,Cafe,490.000đ
6531ca6a3288bd2cee13ef4e,Áo Thun Nam Tay Ngắn Vải Coffee In Form Loose - 10S23TSS060,Anhaonam/10s23tss060-ao-thun-1_1__1_4.jpg,Áo Thun,Loose,Trơn,BLACK,XL,Cafe,490.000đ
6531cadc3288bd2cee13ef4f,Áo Sơ Mi Nam Tay Ngắn Sợi Coffee Trơn Form Fitted - 10S22SHS010CR2,Anhaonam/ao-so-mi-nam-1010-10s22shs010cr2_blue_1__2.jpg,Áo Sơ Mi,Fitted,Trơn,BLUE,XS,Cafe,490.000đ
6531cb7b3288bd2cee13ef50,Áo Thun Nam Tay Ngắn Vải Coffee In Chữ Form Loose - 10S23TSS062,Anhaonam/10s23tss062-ao-thun_3__1_2.jpg,Áo Thun,Loose,Họa Tiết In,BLACK,XL,Cafe,490.000đ
